Refraccion,Incidencia
0.0174524064372835,0
0.104528463267653,0.17364817766693
0.216439613938103,0.342020143325669
0.325568154457157,0.5
0.422618261740699,0.642787609686539
0.5,0.766044443118978
0.573576436351046,0.866025403784439
0.615661475325658,0.939692620785908
0.649448048330184,0.984807753012208
,1
