Refraccion,Incidencia
0.0174524064372835,0
0.104528463267653,0.156434465040231
0.216439613938103,0.300705799504273
0.325568154457157,0.469471562785891
0.422618261740699,0.601815023152048
0.5,0.731353701619171
0.573576436351046,0.838670567945424
0.615661475325658,0.898794046299167
0.649448048330184,0.945518575599317
